text,label,label_text
 forgot about the traffic  heading to foxford in mayo and the lovely pontoon tomorrow,2,positive
 im jealous i have so let it slip what with the baby and all not sure i could even do a half right now,0,negative
a headache once again ugh,0,negative
  i hope today just flows through and lots of nice things happen at work so you come home happy,2,positive
my dark knight dvd is missing   im pissed,0,negative
dear daniel good news from nintendo they want you as a potential lotchecktester hoffentlich wirds was mit der stelle,2,positive
 cant wait  cant wait to see the d concert experience i live in the uk the was the trailer at the cinema yesterday,2,positive
just paid my bills now i have no money,0,negative
 no i would like this yesterday i talked with alyso stoner xd and benton sent me a private messae and coment me here,2,positive
 oh man that sucks  im sorry doll,0,negative
i feel really sick and my teeth still hurt  fml,0,negative
thinks tonight couldnt have gone more perfect,2,positive
happy mothers day be sure to say i  you mum,2,positive
heading to the u of utah hospital have a great day everyone,2,positive
 love to see that,2,positive
dream of a better world because its coming someone could live off of those words dude,2,positive
um so i dont think my text msgs have a subject line  i fail,0,negative
 awwww  were gonna miss you,0,negative
 it was fun  ate at masthanks  good luck w ur showing tomorrow,0,negative
it didnt work,0,negative
 wish you were sluttin it up w me  waaaaaaaaahhhh,2,positive
  hey thats good my daughters still asleep and son is drawing better feed him v soon,2,positive
in worst case cenario ill show up on offf with a white mask and scare everyone even better everyone should wear a mask besides me,0,negative
just saw a dark burgundy scion xb that dark shade makes it look like a minivan because the shawdows of the lines and curves are lost,0,negative
why do none of my thoughts make sense when im sober,0,negative
is going to have one upset daughter  in a bitmr rat took a sudden turn for the worse and didnt make it,0,negative
two fantastic shows in a row,2,positive
just cos i dont have an ipod touch yet  doesnt mean i cant look at some apps theyre sooo cool  twittering in school awesome,2,positive
office hourstrying to make my computer feel better,2,positive
maaaan it is way too nice outside to be in here working,2,positive
 i hear u i can barley keep up with the followers i currently have its tuff on a mobile device,0,negative
 oh noooo that sucks  did you reschedule for another show,0,negative
 haha you were actually in violations of someones trademark okay  yeah i went to bed at  and i had to be up at  ,0,negative
i have to goto work now ahhh kill me  my life isnt going the way i want it too atm ta ta kids x,0,negative
 thank u,2,positive
 ugh im not doin too good,0,negative
ps i got ben button today completes my best picture nomsgot all  now it was a great year,2,positive
morrrning the last day of a random but awesome weekend gonna round it off in dbar style  good timezzz,2,positive
watching shows i missed on the ellipital love my ondemand,2,positive
so hyped about e i wish i could go,2,positive
i think at this rate ill be in class until  sigh,0,negative
 duh typo error part  social networking there isnt even room for people,0,negative
 will do tell my mommy i said the same n i love her mucho mucho,2,positive
back home  had a great time,2,positive
 no  i lost the link you sent when i had to pull my battery,0,negative
noone wants to talk to me  lol,0,negative
have yet to start this paper due tonight i have no motivation,0,negative
dont wanna work tonight,0,negative
 muhaha martha  have fun see uu next mnth,2,positive
 i love sausage too  kitchenfire,2,positive
had a good end to a busy day and now im off to bed with a full belly of sushi,2,positive
rejecting all food substances,0,negative
 socksys just plucky and independent to caspars lazy and attention seeking,0,negative
 i ake it youre at work then and not lazing at home on a sunny bank holiday,2,positive
going to see star trak expecting noting but amazing,2,positive
  yaaay  youre back finally i love reading your tweets d and you p,2,positive
i am so sad,0,negative
on my way to work im kinda sad,0,negative
 my long lost friend,0,negative
 the second i hit reply to that tweet i was asked to stop playing music  i am now sad someone sing to me on or off key works,0,negative
you make me smileit will get better you have to believe that,2,positive
i had a new friend who called himself shame,0,negative
listing to a sad song  so i am sad too,0,negative
 the sight of it made my afternoon,2,positive
the globe theatre rocksnothing better than romeo  juliet as it was supposed to be watched,2,positive
 nope not really only a sweatshirt  oh and these really really awesome doughnuts haha,2,positive
ugh work sucks i could be with sher right now,0,negative
wishing you all a happy monday and a wonderful start to this week  make it a good one,2,positive
 i just heard that regina girls song  les deux and i think u shouldhave  come back  mc i miss u,0,negative
bgt was just amazing tonight and threee amazing acts got sent home,2,positive
 happy mothersday,2,positive
 you burned yourself too so did  ohh no  xoxo,0,negative
hahaha  is such nonsense,0,negative
 thanks for adding no befriending no uh oh never mind thanks,2,positive
 thanks for the tip its our company laptops so was aiming for another solution actually,2,positive
 no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates,0,negative
this headache is killing me yet i need to cover some boring police event,0,negative
 i hope so i really need one well see unfortunately drama always finds me,0,negative
thanks synn,2,positive
bitten to blood by my cat on my way for a rabies bacterin seems  shots for  months never wash my cats at home again they hate water,0,negative
 hey bow when yu comin baxx  thaa  we miss yu hun   all day,0,negative
working working and working at wwwredirlandaes many hours spent but it worth letï½s make red irlanda big,2,positive
 ur funny  gnight,2,positive
my sister just ripped my heart outta myy fukkn chest  im super hurt right now shes all i ever needed in this life,0,negative
pouring outside cleaning out my locker my bookbag is heavy and my back and arms are killing me,0,negative
its ridiculously warm in bed,0,negative
i miss her alot and its only been one day,0,negative
watching my baby on snl   baby you look greaaaaat ,2,positive
 thanks shir  i got caught with the commission once but now i get amazoncom gift certificates and they dont take one if i do,2,positive
 i wish i was outside,2,positive
installed the inav iblue v themegives a fresh feel    httptwitpiccomjfg,2,positive
 your sister would  hahah thats so funny  i thought you liked them,2,positive
just tried talkingvoice died before end of sentence annpyimg thing id i feel fine another day of not playing the hits,2,positive
awww bless her she made me cry,2,positive
just had a falling out with nick,0,negative
happy mothers day mang thank you and i love you,2,positive
is resting ahhhhh i feel good,2,positive
this weekends abouttttto suck,0,negative
just got back from greenlake  it was such a nice day today,2,positive
oficially back to work all systems up and running smoothly,2,positive
 peep this remix from the wu dynasty remix tape its delayed but this will give u a idea,0,negative
 i think that may look a little silly  also my camera is broken so no photo,0,negative
ugh fricken internet is down can do like  work without it i want back in college just for the connection,0,negative
 i keep trying to get through but i cant,0,negative
i dont know what my mom gave me to clean my macbook with but it is so white now it was tinted grayish blue from my black desk,2,positive
going to bed good night everyone i love you all or should i say good morning  sweet dreams,2,positive
 im sorryill make sure i do that next time,0,negative
not babysitting tonight i miss that kid,0,negative
 oh fack u gave me police thats some seriouse ,0,negative
 good luck this week i know youll handle it with grace,2,positive
had an awsome salad i recommend getting the spicey buffalo chicken salad,2,positive
 this was at pitmans down south it just looks like business is bad all over,0,negative
can i just go to sleep and wake up in december when my house is all organized and the baby is here feeling like poo today,0,negative
sick at home and so bored  i want to get better already so i can enjoy being a college grad,0,negative
 lucky winter is coming for us,2,positive
 we wasnt invited to yall get togethers either then  and  was playin security and told us to be quiet,0,negative
listening to echo by gorilla zoe ahh love that song,2,positive
 i expected it to be warm as usual and now im stuck wearing a sun dress on a cold day,0,negative
 the disney store is not treating me to well with hours  i realy want to go on  i willdo anythig to go to the show ,2,positive
 i have lost the game more times today than any other day in history  lostthegame blame  ,0,negative
after being down for several hours finally my site is back online silly dns setting mistake,0,negative
 yeah talking to you was too boring,0,negative
had the best weekend ever  xxxxxxxxxxxxxxxxxxxxxx,2,positive
 oh oh oh are you offering to send ducks  i love love love confit duck,2,positive
wow the weather is amazing today,2,positive
 i like only the james bond series thats what a spy movie is,2,positive
im really sleepy and i want to go to bedbut its upstairs and its a mess and i know im gonna have to clean it  nooooo,0,negative
 i am sorry i dont like girls that way,0,negative
watching a boring police prog after making a fab pasta dinner trying to cut down on alcohol so only had water,0,negative
 httptwitpiccomwyj  wow fancy,2,positive
 omg i cant believe jay leno is going off the air  i hate conan obrian,0,negative
 thanks for the link love yesterday by the way,2,positive
just got back home with my disappointing report card,0,negative
 i wish i could offer a hug right now so bad,0,negative
up way way way to early this amthanks _benson,2,positive
too broke for cigarettes,0,negative
is gutted to be at work when it is sooo nice outside,0,negative
 whom do yu wanna kill ,0,negative
its summer and no one has textedcalled me im a loner,0,negative
 i hate feeling like this,0,negative
going lay down ill get up officially   yes  lol goodnight again,2,positive
 cambs will be better im sure eeeeeeeeee under a week now  we meeting on the sunday,2,positive
sometimes the fact that my health for the lack of a better word sucks really scares me,0,negative
  they closed the votingall u can vote for now is best movie  hope you win it my  yo daughter lovesss  sing the climb,2,positive
 yay you should do it just think about the animals and its not as hard,2,positive
 just dmed you your login details for the twitter salvation system enjoy do let me know what u think,2,positive
 not having hulu in germany sucks,0,negative
i hate the dryer,0,negative
well sunday the weather looks great gone take my bike to visite my mom on her day,2,positive
aww i lost  followers  follow me ,0,negative
happy mothers day mommy hope you will have a good day,2,positive
engaged may st to the best guy  i could not be happier i love you jay,2,positive
liesliesliesyou just cant avoid to lie about practicallyeverything,0,negative
somehow my alarm became an hour fast and i came to realize it as i was leaving the house it feels good having an early start,2,positive
good night all  miles of trails with  peeks to climb in the morning fun times ahead,2,positive
i love the lady from the progressive commercials shes so funny,2,positive
month end still stuck in my office waiting for the stragglers to get there st together,0,negative
hm have you ever realized how incredibly overrated tokio hotel is becoming it makes me sad,0,negative
reading my book in the sunshine goona be a good day,2,positive
 i hope you feel better soon,2,positive
 comon dude always think that things can get worst,0,negative
just uploading photos from the cellnothin like true candidness,0,negative
 i dont get one fine i say texting is way more meaningful than twittering,2,positive
cant wait  a real bed  haha,2,positive
being attacked with cola all sticky,0,negative
 the music in the trailer was terrible imo cheesy handbag house i was expecting some dnb or hard house,0,negative
oh  here goes my head again im spinning around,0,negative
  it sucks no matter where you are im gonna freakin be late for work,0,negative
 thanks i am greedy looking for a full fledged widget a la twitter so i can like and share from within nv  much to expect,2,positive
 every time i have friday off sadly thats not too often,0,negative
 oh but that girl  but aidan,0,negative
ohh  i just realized she still not talking to me  it b like dat some times,0,negative
_babe woo im getting mine on mondaycant wait  x,2,positive
 blogtv was fun cant wait til next time,2,positive
 you givein lady ga ga arun for her money in that get up hee hee love it,2,positive
 nice glasses looks good,2,positive
yay my friend glen is here now im like this,2,positive
 i agree i missed a lot while i was away and busy and now its like a whole new place,0,negative
 you cant make it down to nyc at all when im there huh,0,negative
 good afternoon hope you have a great week,2,positive
rblpnbro  not quite where i need to be here  sad but true soon however all will be well  wks  httpblipfmzve,0,negative
_ omg and you never would believe what we did ahaha i loved it but it felt like a movie but real,2,positive
gmorning rain rain and more rain  but i dont care so much,0,negative
 a lovely weekend thank you  whats it like where you live exciting im sure  night night ,2,positive
i just wanna be better already,2,positive
arrggghhhdang post office  did not get the package in yet may have to wait until tomorrow,0,negative
 havent read that book but heard of it feed spay love is a great motto for pet owners  although there is more involved,2,positive
hav fun at heav y metal happy hour you guys in the future  accadentally sets it on fire while smoking with ,0,negative
i am finally plugged in to listen to flashpoints on httpwwwkpfaorg shoutout  and have missed the segment about chevron,0,negative
_pinkapple not much on for the weekend here off to knox shortly  definitely must get into the garden its a wee bit neglected,2,positive
wellgotta grab at least an hour and a half sleep before the girls get up for schoolgawd the life of multitaskin  nightmornin,0,negative
 hmmyour blog wont let me post a comment,0,negative
bacon fail  ended up with a commiseration muffin,0,negative
great dinner and great friends follow  she is my cupcake,2,positive
good morning and happy mothers day everyone,2,positive
 lucky kidi so wanna see loserville  pity im in oz,2,positive
regrettin some of the decisions i made,0,negative
is still tired  due to late nights out and work and has to b up early again moro  work bad times,0,negative
cool music collection can be used for nonintrusive background music  music from keygens   httpwwwkeygenmusicnet,2,positive
 thank you you are my first follower,2,positive
 true depends on the couple  personally weve found adding more has increased the fun  increased our bond,2,positive
 haha yeah i meant mall winks back,2,positive
nervous about going out tomorrow cos its the first time since my daughter was born shes  help,0,negative
wishing i got fij,2,positive
 sorry we couldnt get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,0,negative
 youre just unhappy to return to occupying the same city as me  i am cry now too,0,negative
 youve got to have standards alice otherwise were would we be  you got to enjoy life its what life is for,2,positive
 i know  its nice haha,2,positive
  yes but cute and predictable works for you,2,positive
in my nice big bedipod on playsoft music flowinsooooon will be in fancys dream land,2,positive
 have a great camp wish i could be there,2,positive
i hate that place,0,negative
fight club th anniversary reenacting nice tattoos  httpimgsuicidegirlscommediaalbumsjpg,2,positive
haavent read the paper yet about the magic loss nor did i get to watch the game last night but i do know that we lost,0,negative
 i hate snood lol sorrry  i dont know how people play it,0,negative
another nice day again working in goderich today so i can walk  enjoy the weather,2,positive
myweawkness chocolatei cant say no,0,negative
the dates of the hockey games were confused theyre next week,0,negative
soooim kind of sick n tired of the bs that guys dish out  ,0,negative
 it is so sad that me and my roommate fry chicken just about every night    we just finished tonights batch,0,negative
_d wish leigh a happy mothers day for me its midnight in ny,2,positive
  cool i saw it now in the link thanks,2,positive
enjoying my bank holiday  just had a meeting with the real estate agent who will offer our amsterdam apartment for rent,2,positive
 happy mothers day mark,2,positive
i absolutely love mike watts from sexy heroes,2,positive
 cant believe tila tequila was in ct and i didnt know so upset,0,negative
feeling really good about my performance on the ap government  politics exam this morning  going to lunch with krista,2,positive
 i miss you  stupid work,0,negative
 good luck with the deer next weekend hope it isnt too cold or snowy,2,positive
happy star wars day everyone  whats everyone up to this rainy bank holiday  i am heading out soon for coffee with my mum then shopping,2,positive
    followfriday thank you so much im so behind still at about half of what i had,2,positive
i love stereosound hq headphones,2,positive
i actually drove in today  no incidents to report  to quote ice cube  today was a good day,2,positive
im going bed i dnt feel well as always,0,negative
i seriously need to live somewhere fabulously queer i miss being around  people,0,negative
happppppyyyy mothersdayyyyyyyyy  mummy you are the best,2,positive
just took my ic photolooks good   httptweetsg,2,positive
i think destiny has officially gone crazy hahahaha,2,positive
carol vorderman cancelled her interivew with me so now i have no proof against all you nonbelievers,0,negative
hmph this is nowhere near as effective as it was a few mins ago i wonder if it was a coincidence followers please report ur findings,0,negative
reading and taking notes but undertanding none of it   help,0,negative
 i think they are disgusting,0,negative
had to stay home while my wife takes my daughter and a few friends out to tokyo steak house  sadly my body is not cooperating today,0,negative
 kenjoy dora the explorer  greetings to your niece,2,positive
 happy bday just woke up on this side of earth so wishes are bit late,2,positive
 back home in tallcree rez  now i cant see my boyfriend,0,negative
ashley tisdale  i mean  cuz shes in berlin on th june and im not gonna be there  i wanna start cryin right now  ashley pick me up,0,negative
 thanks clair i havent watched it yet,2,positive
i think i may cry i just sold my  civic its no longer mine,0,negative
 yesall on my own  oh gone to bed after a minor soap marathon photo editing night  me ohhh inn on the lake nice food,2,positive
 thanks for the followfriday recommendation were actually at _careerbuilder_ though,2,positive
 im fine ive just been trying to figure out the meaning behind this song and i cant think of anything  urlmincnmt,2,positive
 u go mariahnever listen to the haters  i have been a fan for so long and am so grateful for ur music cant wait  the album,2,positive
good night fellow twitterati back to work tomorrow,2,positive
sourish limbs is preventing me from gg out on a friday not happy i havent been on at am for a v long timeeven more so on a fri,0,negative
httptwitpiccomjcwm  yes my ubook lenovo t finally arrived,2,positive
 i know so lame,0,negative
 i couldnt  sleep today either it was hard for me to stay asleep for some reason,0,negative
 hi eric i hope your having a beautiful saturday,2,positive
hoping to hear from you all soon,2,positive
now i feel sick,0,negative
waiting for friends to call or email me bleh i feel unloved,0,negative
getting bored of walking up and down the stairs,0,negative
 sorry to hear that  if i didnt already so much planned this weekend id have considered going too,0,negative
watching this african music show on the tele  me loves ittttt,2,positive
crazy kids wont nap  i think its the heat and i still have to tell them that they cant go to grandmas cuz shes sick,0,negative
 great to hear you saw slumdog millionaire and yes thats a bollywood thing at the end,2,positive
not eating lunch with my wife like i wanted to,0,negative
instantmessaging with two of my favourite conversation guys,2,positive
 am happy to provide backup support for all murderous rampages,2,positive
cant even tell you how much this hair dresser is pissssssing me off she has no clue wtf im asking her to doso im expecting the worst,0,negative
 im game too bad your leaving hi,0,negative
_honi might be cute to do a little picture book called the little book of boring,2,positive
  i know the feeling working so much sucks hardcore we need to hang out soon,0,negative
 hugs back me too,2,positive
  amtarot thank you so much,2,positive
i really want to be a starhope flawless will work,2,positive
_rubadeau last weekend i had a pretty solid brunch at bar wellington hard to screw up steak and eggs though,2,positive
 oi  i love you,2,positive
 ah  hate it when that happens the race to erase ms is this week are you going,0,negative
its friday and im sick story of my life,0,negative
so many freebies for all my jbnoy friends  spam thread soon,0,negative
  your in trouble now  why dont you try with one of those companys that buys your house for you,0,negative
my nose is chapped yuck,0,negative
what a bummer that tomorrow is friday again,0,negative
complicated with a dream,0,negative
pug just woke me from an incredible sleep,0,negative
i have assignment due by midnight in professional writing class  i really wish i was already done with it luv writing thought id like it,2,positive
fml today sucks i just hope the dance will bring my soul up i pray but im still sadi hateee todayyyyyy ,0,negative
so im kinda pissed that boys like girls is gonna be at kentucky kingdom on a date i already have a show,0,negative
being surrounded by student houses having barbecues and playing  music is hardly conducive to a good jobapplying frame of mind,2,positive
_dang my phone is still broken  just come over whenever,0,negative
  we are at fort belvoir on base  hubs is stationed at the pentagon  i cant wait for pug pups  i just looooove mine,2,positive
it is so annoying when she starts typing on her computer in the middle of the night,0,negative
 how is aussieim hopin to be there in sydney in less than a week just got my visa on thursday whoot whoot,2,positive
hey oprah just watched the show with hugh jackman i love him too he is so sexy,2,positive
finally im back online i miss my lappy so many things to follow up starting with ning haha,0,negative
i cut my thumb on a broken coffee pot,0,negative
i love my puppy,2,positive
my sidekick is awkward flashing oh well leaving my mommy out her flowers and stuff,0,negative
good morning everybody ,2,positive
 well at least you wont be late,0,negative
 theres very few filmtv jobs especially in wmids and i cant afford to move away yet  sorry i missed you on ,0,negative
finally going to bed woohoo gotta work at am lots of love to all,2,positive
im bored no internet i havent made it downtown or to the beach yet,0,negative
thanks so much for following me here too  i will keep you all up to date as much as possible on my makeup line plus all new collections,2,positive
following _aisa these guys could be shifty but worth following regardless,2,positive
mannnn _ got an iphone im jealous  httpbitlyngnar,0,negative
thinks he may have broken his nose at the show,0,negative
  all is fine  thanks you guys dont have any quakes there,2,positive
 ooooh thats very pretty jen im sure shell love it,2,positive
nin app gets rejected by apple reznor threatens to go jailbreak  always entertaining  httpviigoimsxb,0,negative
_devi thankyou i wont but you know,2,positive
im a little sad that school ended today im moving so im going to miss all my new friends from this year    just got a hair cut,0,negative
 so sorry i missed it,0,negative
my car is broken,0,negative
 ooh there you are haha thanks posted it,2,positive
i knew i shouldve worn the sars mask on the plane from socal feeling the beginnings of a sore throat,0,negative
 very much much much mash more please,2,positive
went shopping a lil i deserve it and now a night on the town in the big city of norfolk,2,positive
shouldnt have stayed up til almost  reading rules but i did such a good book totally worth the sleep deprivation,2,positive
tafe was actually quite good for once,2,positive
just when i thought things couldnt get any worse it just did and it will get even worse tonight i bet  my life is a misery,0,negative
wow we r watching the outsiders  smelly english,0,negative
happy mothers day ladies hope you all have a wonderful day,2,positive
is getting ready to start the work weekwork  off  then work  more its not bad  have a great one everybody,2,positive
 i should have shouldnt i im happy you enjoyed it cos im thoughtful like that you see and yaya i hav  followers  woop,2,positive
 under a week delivery to oz awesome product awesome prices the parcel today made my day,2,positive
 hong kong is great for crazy english names a friend works with a miss chewbacca leung,2,positive
 happy juddday carrie,2,positive
 loved it  would never have thought he was into the icarly version of beanie babies xd,2,positive
ouchthat really hurt,0,negative
 nooo poor cat  he just wants a cuddle or food its hard to tell,0,negative
_whitex gratz on your tix sux u will be poor tho  i am trying to get pj harvey tix too but debating my s too,0,negative
why does my body decide now is a good time to wake up every morning at  maybe dean will wait for me in my dreams,2,positive
cant stop coughing,0,negative
boredddddd follower  shes amazing  broken,2,positive
 thats more than ok personally im very good in doing nothing,2,positive
thank you all for the huge response w blessings  congratulations for us and anna were indeed a family in church  love that so much,2,positive
the ultimate shirt folding tool httpwwwflipfoldcom i saw  using this in one of big bang theorys episodes,2,positive
 oh will do i had to bring the soufflï½ home im so full  its delicious one of my philly favs,2,positive
chillin with the rents and looking at hilarious old photos well funny,2,positive
 yeah its work its been busy all day and im tired and hungry,0,negative
when i check google analytics i can always get to googlecom before safaris autofill kicks in makes me laugh,2,positive
in work early frustrating myself with my own work before i get frustrated with other work not much time for design today,0,negative
i hate packing,0,negative
mmmmmm mcdonalds coffee is soooooo goodmaybe going to hookah tonight with the abbster,2,positive
off to nc tonight until june th im going to miss nyc   getting ready for my st birthday luau bbq on july th,0,negative
 miley i tried voting for you and it wont let me vote for some reason  ill try back a little later ,0,negative
far too sick to sing  ive got a post nasal drip and a sore throat just sent my sorry i wont be there email,0,negative
off to work off at lammmeeee,0,negative
 bahaha weekends are just too short esp when its nice out i wanna stop time like evie on outta this world morning,2,positive
 it is absolutely incredible its official my favorite jonas is frankie he is the man,2,positive
visiting family in hospital  not fun,0,negative
gatorade first thing in the morning  yumyum  feeling shattered but must arise and revise for it tomorrow,0,negative
 my kids count down the days till saturday i hope its something they remember all of their lives,2,positive
 i hope to no promises  they all my kids and the dog at the moment a couple of flowers too,2,positive
be back later  happy mothers day to all the mothers in the world ï½ god loves us all,2,positive
loved britains got talent last night  shaun and greg were both amazing  were they hot toocant say i noticed,2,positive
twenty minutes on a  call you would think that the person would mention there is already a trouble ticket investigating the issue,0,negative
washing the dishes s its so hard  be me,0,negative
stuck in an office red hot,0,negative
its so  hot  no air conditioning,0,negative
 then you might enjoy this one too  httptinyurlcomygcpf,2,positive
 pride next weekend in long beach,2,positive
thanks to the forever  curse that makes you spend  hours there everytime you go in i couldnt go tanning today,0,negative
i feel like ive done the london marathon i ach all over,0,negative
mothers day isnt until the th here in swedenbut thnx for the pms,2,positive
 woof i wish i was allowed to go,2,positive
_anh hmm tasty  going to have curry rice with peas probably ,2,positive
 its not mothers day on the west coast tyvm,2,positive
had the best weekend,2,positive
today was good   that little girl hollie in bgt  just me or complete sympahty vote   how cute is aidan davis l tweet me  x,2,positive
moving office tomorrow after  years at this one its a sad day,0,negative
 zombie wrangler sounds like fun i dont have halo wars,2,positive
i love the music video of you belong with me by taylor,2,positive
 well gracias  haha and why is that the plays,2,positive
 didnt work for me  except when i used the word autofollow and got followed by an bot selling an autofollow program,0,negative
wishing all the mamas out there a very organic happy mothers day,2,positive
 poor thing come watch tv at my house  lol,0,negative
 its oki was kinda feeling ignored anyway  and its sunday arvo pm going out for lunch  wine,0,negative
gotta get up early to spend some time with my mommy before i go to work so im off to bed goodnight twitter,2,positive
 i wish we could make a quick trip to la in july  i miss la,0,negative
 ty for feeding our nk addictionermm i mean our uhh nope yup addiction covers it,2,positive
this wind is crampin my style i have a section of my yard that wont get any water id move the sprinkler but its surrounded by mud,0,negative
 its kind of hard to see a pic of a doggie if the pic doesnt exist,0,negative
im so pissed off today n sadly cant even share the reason here,0,negative
all dressed up and no where to go,0,negative
in the emergency room with my cousin shes got mad flu and cant walk or breathe  why are hospitals always so cold,0,negative
_ferman thats so weak  facebook fail,0,negative
 good morningdid you break  digits yet,2,positive
so star trek pretty much rocked my life  oh wait it did rock my life,2,positive
so i get up early and i feel good about the day i walk to work and im feeling alright but guess what i dont work today,2,positive
watering the plants at home drinking a delicious smoothie from morgans because my jamba exploded,2,positive
so exhaustedcant sleep i dont like these nights,0,negative
im soooo loney,0,negative
the computers and the ethernet at school are so slow,0,negative
 as well as bell hooks teaching to transgress  sometimes i miss teaching  messing with bad system,0,negative
happy mothers day to all you mothers out there  i love my mom goodnight everyonee ,2,positive
 heard through the grapevine that we might see you around today looking forward to meeting you,2,positive
 that was a really good interview to read really enjoyed it  x,2,positive
mouth hurts,0,negative
tiiiiiiired going to bed drinking leads to making out with boys who you later forget their names dont drink kids goodnight,0,negative
off to class  longggg day,0,negative
 what you said is as good as day dreaming  sorry to say that our country is in such a state,0,negative
_ lmao i know they have two days off good thing for them,2,positive
 thats a bad start to the day,0,negative
 good luck whit the show tonite man ill be watching,2,positive
 thanks  actually when i first got my twitter my pictures wouldnt upload either but they upload it just takes a,2,positive
 and again  youre welcome,2,positive
  its awful xxxx,0,negative
_musings good morning  it is raining here,2,positive
httptwitpiccomt  square b  she is sad because she wasnt there and now shes well square  crocheted bee with poly fibe ,0,negative
 im good thanks  hope youre enjoying the weekend,2,positive
_benson loved it you continue to delight us amber    great job on the backing and the video by  kudos,2,positive
sometimes twitter makes me feel like an outsider,0,negative
bored tired got headache,0,negative
 its the best show ever,2,positive
  hes awesome have you worked with him before hes a good friend,2,positive
 chocolate with peanut butter one of my favorite combonations,2,positive
 i saw us postal was hiring but once i was done filling out the preapplication thingy it didnt show me jobs open in the area,0,negative
xmenwolverine was hot i say go watch it,2,positive
 i was in a hospital for a week and a half pretty much on the virge of dying,0,negative
 now youre scaring me cant you just be mad dont jip the world of your presence,0,negative
received her first pressie happy happy,2,positive
_billiam whoayoure fast check it out ive submitted my comment  oh and thanks,2,positive
gonna get a tan i am so white,0,negative
flipping out on my hairlossgotta go to the doc,0,negative
 congratulations  you guys finish a month early than we do booo,2,positive
using my old phone  gosh i miss this phone,0,negative
_always okay well thank you you are so beautiful too,2,positive
found rollo and got happy  hmmm guess i really do need to be inserted back into the matrix _o,2,positive
 ouch better get used to it i think  to  are prime marriage years,0,negative
 i was stupid and didnt get it now i cant find it  i think i have to do ebay but that scares me,0,negative
aaaagh aircon not working in my office,0,negative
 yea it is  thanks for the link,2,positive
have a slight headache,0,negative
getting a puppyyy  what should i name him i think romeo is cute,2,positive
 elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs  someone come with ,0,negative
 all mothers happy mothers day at all nonmothers happy sunday the th of may,2,positive
 you are very sweet my everyday hero friend,2,positive
my new car is already giving me problems  that cant be a good sign,0,negative
sometimes i feel pathetic going to bed so early oh well  i totally get clam chowder tomorrow d,0,negative
 i am using imovie  and its still not bad i am afraid to hear what is wrong with ,0,negative
always excited for a new chapter in my life just didnt expect it to be so emotional,0,negative
getting used to getting up in the cold but my asthma is paying for it,0,negative
 httptwitpiccomjam  oh its so beautiful im happy you had a great time heartz,2,positive
 haha best thing about office birthdays hey,2,positive
 how much longer is the nkotb block party love it i need to go to bed so just wondering what time its overlolthanks,2,positive
ugh plane delayed due to weather  stuck with another hour to kill  httptwitpiccomxs,0,negative
 well if youre ever headed back to the west coast hit me up i have a tiny place but we can hack and hang out at the beach,2,positive
  and now i wish i hadnt,0,negative
everything is annoying me today,0,negative
deleted a lott of facebook friends ask to be my friend again if you want if not idgaf,0,negative
 well then happy mothers day  ahahahahahaha,2,positive
 all good take a rest,2,positive
 oooh lush i cant sunbathe i burn way to easily even with sun cream   im great thanks lovely sunny day no,2,positive
 we have two small dogs good to hear that center parcs wd take them cruising to new york on the queen mary  real treat,0,negative
correctiona hot coco in my nkotb cup  what a sweety,2,positive
because i just lost my first field notes notebook  pages before filling it up rip  fieldnotes,0,negative
my mom watched my new video and she actually lol  love her xoxo httpbitlywzv,2,positive
trying to sleep without any pills not working am and wide awake but now its too late to take them because ill sleep til pm,0,negative
a bit worried,0,negative
 having an awesome day you should i expect as much out of you  awesomeupdater,2,positive
just got an im from another coworker who just got laid off lots of people becoming unemployed,0,negative
 oh man did yogg today worse than last week,0,negative
slept in missed bus train delayed doesnt stop at my stop late for work  heelllll,0,negative
_a_michael hey thanks for another great day im going to sleep now ill chat with you tomorrow  sweet dreams,2,positive
chilling feeling really nice,2,positive
 thanks for following ,2,positive
so far absolutely perfect great view directly across from the elevators and ice machine and impecible weather i need my bike,2,positive
 heya thanks for accepting the add,2,positive
 i thought it was just me that was like really hot my room is too hot to sleep in,0,negative
 yummy curry  save me some please lol,2,positive
its starting to look like the  website may not happen in any form,0,negative
bsnl stupid net went down been without email for a whole day,0,negative
 _yogini _my_soles  i am sooo jealous  in a good way of course  lc is awesome,2,positive
 great  your book looks fantastic  i want it,2,positive
gah how am i supposed to study when all i do is sneeze and get even more tired,0,negative
invisible car helps to boost recycling honest   httptwurlnlfdgmyo,2,positive
getting ready for college i had a good sleep  rainy day today i love it,2,positive
oh man i feel sick as in i might have contracted a cold maybe from the kids slobber on thursday,0,negative
possessed beyond certainty that she has made the rite decision,2,positive
looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning,2,positive
 aha so thats you  ive been meaning to take a look looks cool if you could just get a pool in there,2,positive
off work in half an hour getting an mri after that yay me,2,positive
_kill_boy oh sorry not getting all my replies  nothing against you and yes i do know nirvana,0,negative
wtf why am i just getting up now hmtm today  but before that revision revision revision ,0,negative
 sounds like a perfect way to spend a sunday evening enjoy,2,positive
 go the bubble bath  always relaxing,2,positive
